Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Authorization,Firefox 61.0,\u0410\u0432\u0442\u043E\u0440\u0438\u0437\u0430\u0446\u0438\u044F,2018-08-28 13:14:26,2018-08-28 13:15:50,"1m - 23,584s",PASSED
,,,,,,
Test Cases/Base/Authorization,Firefox 61.0,,2018-08-28 13:14:26,2018-08-28 13:15:49,"1m - 22,968s",PASSED
openBrowser,Firefox 61.0,Открывается браузер,2018-08-28 13:14:27,2018-08-28 13:15:29,"1m - 2,494s",PASSED
deleteAllCookies,Firefox 61.0,Очищаются куки,2018-08-28 13:15:29,2018-08-28 13:15:29,"0,018s",PASSED
refresh,Firefox 61.0,Обновление странички,2018-08-28 13:15:29,2018-08-28 13:15:32,"2,752s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-28 13:15:32,2018-08-28 13:15:32,"0,181s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-28 13:15:32,2018-08-28 13:15:32,"0,170s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-28 13:15:32,2018-08-28 13:15:32,"0,143s",PASSED
click,Firefox 61.0,"Клик по кнопке ""Войти""",2018-08-28 13:15:32,2018-08-28 13:15:38,"5,313s",PASSED
waitForElementPresent,Firefox 61.0,"Проверка наличия кнопки ""Выход""",2018-08-28 13:15:38,2018-08-28 13:15:47,"9,416s",PASSED
