Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Authorization,Firefox 61.0,\u0410\u0432\u0442\u043E\u0440\u0438\u0437\u0430\u0446\u0438\u044F,2018-08-28 13:16:48,2018-08-28 13:17:06,"17,906s",PASSED
,,,,,,
Test Cases/Base/Authorization,Firefox 61.0,,2018-08-28 13:16:48,2018-08-28 13:17:05,"17,284s",PASSED
openBrowser,Firefox 61.0,Открывается браузер,2018-08-28 13:16:48,2018-08-28 13:16:56,"7,600s",PASSED
deleteAllCookies,Firefox 61.0,Очищаются куки,2018-08-28 13:16:56,2018-08-28 13:16:56,"0,034s",PASSED
refresh,Firefox 61.0,Обновление странички,2018-08-28 13:16:56,2018-08-28 13:16:58,"2,304s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-28 13:16:58,2018-08-28 13:16:58,"0,175s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-28 13:16:58,2018-08-28 13:16:59,"0,380s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-28 13:16:59,2018-08-28 13:16:59,"0,197s",PASSED
click,Firefox 61.0,"Клик по кнопке ""Войти""",2018-08-28 13:16:59,2018-08-28 13:17:03,"4,109s",PASSED
waitForElementPresent,Firefox 61.0,"Проверка наличия кнопки ""Выход""",2018-08-28 13:17:03,2018-08-28 13:17:03,"0,086s",PASSED
