Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Authorization,Firefox 61.0,\u0410\u0432\u0442\u043E\u0440\u0438\u0437\u0430\u0446\u0438\u044F,2018-08-28 12:57:44,2018-08-28 12:58:10,"25,821s",PASSED
,,,,,,
Test Cases/Base/Authorization,Firefox 61.0,,2018-08-28 12:57:45,2018-08-28 12:58:10,"25,018s",PASSED
openBrowser,Firefox 61.0,Открывается браузер,2018-08-28 12:57:46,2018-08-28 12:57:57,"10,834s",PASSED
deleteAllCookies,Firefox 61.0,Очищаются куки,2018-08-28 12:57:57,2018-08-28 12:57:57,"0,039s",PASSED
refresh,Firefox 61.0,Обновление странички,2018-08-28 12:57:57,2018-08-28 12:57:59,"1,827s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-28 12:57:59,2018-08-28 12:57:59,"0,240s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-28 12:57:59,2018-08-28 12:58:00,"1,198s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-28 12:58:00,2018-08-28 12:58:01,"1,081s",PASSED
click,Firefox 61.0,"Клик по кнопке ""Войти""",2018-08-28 12:58:01,2018-08-28 12:58:08,"6,472s",PASSED
waitForElementPresent,Firefox 61.0,"Проверка наличия кнопки ""Выход""",2018-08-28 12:58:08,2018-08-28 12:58:08,"0,194s",PASSED
