Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Authorization,Firefox 61.0,\u0410\u0432\u0442\u043E\u0440\u0438\u0437\u0430\u0446\u0438\u044F,2018-08-28 13:47:32,2018-08-28 13:48:08,"35,649s",PASSED
,,,,,,
Test Cases/Base/Authorization,Firefox 61.0,,2018-08-28 13:47:33,2018-08-28 13:48:08,"35,010s",PASSED
openBrowser,Firefox 61.0,Открывается браузер,2018-08-28 13:47:33,2018-08-28 13:47:41,"7,955s",PASSED
deleteAllCookies,Firefox 61.0,Очищаются куки,2018-08-28 13:47:41,2018-08-28 13:47:41,"0,017s",PASSED
refresh,Firefox 61.0,Обновление странички,2018-08-28 13:47:41,2018-08-28 13:47:44,"2,569s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-28 13:47:44,2018-08-28 13:47:44,"0,098s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-28 13:47:44,2018-08-28 13:47:44,"0,353s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-28 13:47:44,2018-08-28 13:47:44,"0,109s",PASSED
click,Firefox 61.0,"Клик по кнопке ""Войти""",2018-08-28 13:47:44,2018-08-28 13:47:50,"5,308s",PASSED
waitForElementPresent,Firefox 61.0,"Проверка наличия кнопки ""Выход""",2018-08-28 13:47:50,2018-08-28 13:48:06,"16,205s",PASSED
