Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Route_execute PZ,Firefox 61.0,\u0423\u0442\u0432\u0435\u0440\u0436\u0434\u0435\u043D\u0438\u0435 \u043F\u043B\u0430\u043D\u0430 \u0437\u0430\u043A\u0443\u043F\u043E\u043A \u043F\u043E \u043C\u0430\u0440\u0448\u0440\u0443\u0442\u0443,2018-08-28 13:59:33,2018-08-28 14:03:03,"3m - 30,617s",FAILED
,,,,,,
Test Cases/Base/Purchase plan/Route_execute PZ,Firefox 61.0,Утверждение плана закупок согласно маршруту,2018-08-28 13:59:33,2018-08-28 14:03:03,"3m - 30,102s",FAILED
callTestCase,Firefox 61.0,Авторизация Ответственным исполнителем,2018-08-28 13:59:33,2018-08-28 13:59:48,"15,050s",PASSED
callTestCase,Firefox 61.0,Открыть план закупок,2018-08-28 13:59:48,2018-08-28 13:59:56,"7,885s",PASSED
callTestCase,Firefox 61.0,Отправить ПЗ в ЕИС,2018-08-28 13:59:56,2018-08-28 14:02:00,"2m - 3,498s",FAILED
waitForElementPresent,Firefox 61.0,Ожидание доступности следущего контрола,2018-08-28 14:02:00,2018-08-28 14:02:00,"0,025s",PASSED
click,Firefox 61.0,Перейти на вкладку Маршрута,2018-08-28 14:02:00,2018-08-28 14:02:00,"0,056s",PASSED
waitForElementPresent,Firefox 61.0,Ожидание доступности меню действий,2018-08-28 14:02:00,2018-08-28 14:03:01,"1m - 1,026s",FAILED
