Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Authorization,Firefox 61.0,\u0410\u0432\u0442\u043E\u0440\u0438\u0437\u0430\u0446\u0438\u044F,2018-08-28 12:38:49,2018-08-28 12:41:14,"2m - 24,509s",PASSED
,,,,,,
Test Cases/Base/Authorization,Firefox 61.0,,2018-08-28 12:38:50,2018-08-28 12:41:13,"2m - 23,856s",PASSED
openBrowser,Firefox 61.0,Открывается браузер,2018-08-28 12:38:50,2018-08-28 12:40:02,"1m - 11,946s",PASSED
deleteAllCookies,Firefox 61.0,Очищаются куки,2018-08-28 12:40:02,2018-08-28 12:40:02,"0,039s",PASSED
refresh,Firefox 61.0,Обновление странички,2018-08-28 12:40:02,2018-08-28 12:40:05,"2,659s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-28 12:40:05,2018-08-28 12:40:05,"0,318s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-28 12:40:05,2018-08-28 12:40:05,"0,262s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-28 12:40:05,2018-08-28 12:40:05,"0,161s",PASSED
click,Firefox 61.0,"Клик по кнопке ""Войти""",2018-08-28 12:40:05,2018-08-28 12:40:11,"5,306s",PASSED
waitForElementPresent,Firefox 61.0,"Проверка наличия кнопки ""Выход""",2018-08-28 12:40:11,2018-08-28 12:41:11,"1m - 0,695s",PASSED
