Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Registration,Firefox 61.0,\u0420\u0435\u0433\u0438\u0441\u0442\u0440\u0430\u0446\u0438\u044F \u043D\u043E\u0432\u043E\u0433\u043E \u043F\u043E\u043B\u044C\u0437\u043E\u0432\u0430\u0442\u0435\u043B\u044F,2018-08-28 12:08:55,2018-08-28 12:09:47,"51,840s",PASSED
,,,,,,
Test Cases/Base/Registration,Firefox 61.0,,2018-08-28 12:08:55,2018-08-28 12:09:46,"51,208s",PASSED
openBrowser,Firefox 61.0,Переход на тестовый стенд,2018-08-28 12:08:55,2018-08-28 12:09:04,"9,022s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-28 12:09:04,2018-08-28 12:09:05,"0,230s",PASSED
click,Firefox 61.0,Переход на форму регистрации,2018-08-28 12:09:05,2018-08-28 12:09:10,"5,317s",PASSED
click,Firefox 61.0,Разворачивается список организаций,2018-08-28 12:09:10,2018-08-28 12:09:15,"4,839s",PASSED
setText,Firefox 61.0,Вводится значние в поле поиска организаций,2018-08-28 12:09:15,2018-08-28 12:09:16,"1,111s",PASSED
sendKeys,Firefox 61.0,Выбор найденной организации кликом на Enter,2018-08-28 12:09:16,2018-08-28 12:09:16,"0,105s",PASSED
Statement - If (ChangeChief),Firefox 61.0,Проверка необходимости в смене руководителя,2018-08-28 12:09:16,2018-08-28 12:09:16,"0,003s",PASSED
setText,Firefox 61.0,Ввод фамилии,2018-08-28 12:09:16,2018-08-28 12:09:16,"0,078s",PASSED
setText,Firefox 61.0,Ввод имени,2018-08-28 12:09:16,2018-08-28 12:09:16,"0,050s",PASSED
setText,Firefox 61.0,Ввод отчества,2018-08-28 12:09:16,2018-08-28 12:09:16,"0,066s",PASSED
setText,Firefox 61.0,Ввод должности,2018-08-28 12:09:16,2018-08-28 12:09:16,"0,063s",PASSED
setText,Firefox 61.0,Ввод электронной почты,2018-08-28 12:09:16,2018-08-28 12:09:16,"0,160s",PASSED
setText,Firefox 61.0,Ввод телефона,2018-08-28 12:09:16,2018-08-28 12:09:17,"0,150s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-28 12:09:17,2018-08-28 12:09:17,"0,088s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-28 12:09:17,2018-08-28 12:09:17,"0,102s",PASSED
setText,Firefox 61.0,Ввод дублирующего пароля,2018-08-28 12:09:17,2018-08-28 12:09:17,"0,223s",PASSED
click,Firefox 61.0,Завершение регистрации нового пользователя,2018-08-28 12:09:17,2018-08-28 12:09:22,"5,460s",PASSED
verifyElementPresent,Firefox 61.0,Проверка успешной регистрации,2018-08-28 12:09:22,2018-08-28 12:09:44,"21,654s",PASSED
