Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Authorization,Firefox 61.0,\u0410\u0432\u0442\u043E\u0440\u0438\u0437\u0430\u0446\u0438\u044F,2018-08-28 12:58:41,2018-08-28 12:59:08,"26,457s",PASSED
,,,,,,
Test Cases/Base/Authorization,Firefox 61.0,,2018-08-28 12:58:41,2018-08-28 12:59:07,"25,958s",PASSED
openBrowser,Firefox 61.0,Открывается браузер,2018-08-28 12:58:42,2018-08-28 12:58:55,"13,247s",PASSED
deleteAllCookies,Firefox 61.0,Очищаются куки,2018-08-28 12:58:55,2018-08-28 12:58:55,"0,041s",PASSED
refresh,Firefox 61.0,Обновление странички,2018-08-28 12:58:55,2018-08-28 12:58:58,"2,590s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-28 12:58:58,2018-08-28 12:58:59,"0,723s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-28 12:58:59,2018-08-28 12:58:59,"0,841s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-28 12:58:59,2018-08-28 12:59:00,"0,142s",PASSED
click,Firefox 61.0,"Клик по кнопке ""Войти""",2018-08-28 12:59:00,2018-08-28 12:59:05,"5,754s",PASSED
waitForElementPresent,Firefox 61.0,"Проверка наличия кнопки ""Выход""",2018-08-28 12:59:05,2018-08-28 12:59:05,"0,037s",PASSED
