Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Authorization,Firefox 61.0,\u0410\u0432\u0442\u043E\u0440\u0438\u0437\u0430\u0446\u0438\u044F,2018-08-28 13:18:00,2018-08-28 13:21:09,"3m - 8,625s",PASSED
,,,,,,
Test Cases/Base/Authorization,Firefox 61.0,,2018-08-28 13:18:01,2018-08-28 13:21:08,"3m - 7,312s",PASSED
openBrowser,Firefox 61.0,Открывается браузер,2018-08-28 13:18:03,2018-08-28 13:20:15,"2m - 12,212s",PASSED
deleteAllCookies,Firefox 61.0,Очищаются куки,2018-08-28 13:20:15,2018-08-28 13:20:16,"0,485s",PASSED
refresh,Firefox 61.0,Обновление странички,2018-08-28 13:20:16,2018-08-28 13:20:42,"26,308s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-28 13:20:42,2018-08-28 13:20:44,"2,068s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-28 13:20:44,2018-08-28 13:20:45,"1,109s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-28 13:20:45,2018-08-28 13:20:47,"1,122s",PASSED
click,Firefox 61.0,"Клик по кнопке ""Войти""",2018-08-28 13:20:47,2018-08-28 13:20:52,"5,469s",PASSED
waitForElementPresent,Firefox 61.0,"Проверка наличия кнопки ""Выход""",2018-08-28 13:20:52,2018-08-28 13:21:06,"13,799s",PASSED
