Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Authorization,Firefox 61.0,\u0410\u0432\u0442\u043E\u0440\u0438\u0437\u0430\u0446\u0438\u044F,2018-08-28 12:33:55,2018-08-28 12:34:50,"55,134s",PASSED
,,,,,,
Test Cases/Base/Authorization,Firefox 61.0,,2018-08-28 12:33:55,2018-08-28 12:34:50,"54,440s",PASSED
openBrowser,Firefox 61.0,Открывается браузер,2018-08-28 12:33:56,2018-08-28 12:34:09,"13,363s",PASSED
deleteAllCookies,Firefox 61.0,Очищаются куки,2018-08-28 12:34:09,2018-08-28 12:34:09,"0,021s",PASSED
refresh,Firefox 61.0,Обновление странички,2018-08-28 12:34:09,2018-08-28 12:34:13,"3,611s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-28 12:34:13,2018-08-28 12:34:13,"0,168s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-28 12:34:13,2018-08-28 12:34:13,"0,194s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-28 12:34:13,2018-08-28 12:34:13,"0,199s",PASSED
click,Firefox 61.0,"Клик по кнопке ""Войти""",2018-08-28 12:34:13,2018-08-28 12:34:19,"5,349s",PASSED
waitForElementPresent,Firefox 61.0,"Проверка наличия кнопки ""Выход""",2018-08-28 12:34:19,2018-08-28 12:34:48,"28,918s",PASSED
