Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Registration,Firefox 61.0,\u0420\u0435\u0433\u0438\u0441\u0442\u0440\u0430\u0446\u0438\u044F \u043D\u043E\u0432\u043E\u0433\u043E \u043F\u043E\u043B\u044C\u0437\u043E\u0432\u0430\u0442\u0435\u043B\u044F,2018-08-09 17:08:40,2018-08-09 17:09:20,"39,881s",PASSED
,,,,,,
Test Cases/Base/Registration,Firefox 61.0,,2018-08-09 17:08:41,2018-08-09 17:09:20,"39,299s",PASSED
openBrowser,Firefox 61.0,Переход на тестовый стенд,2018-08-09 17:08:41,2018-08-09 17:08:47,"6,333s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-09 17:08:47,2018-08-09 17:08:47,"0,079s",PASSED
click,Firefox 61.0,Переход на форму регистрации,2018-08-09 17:08:47,2018-08-09 17:08:52,"5,296s",PASSED
click,Firefox 61.0,Разворачивается список организаций,2018-08-09 17:08:52,2018-08-09 17:08:59,"6,487s",PASSED
setText,Firefox 61.0,Вводится значние в поле поиска организаций,2018-08-09 17:08:59,2018-08-09 17:08:59,"0,484s",PASSED
sendKeys,Firefox 61.0,Выбор найденной организации кликом на Enter,2018-08-09 17:08:59,2018-08-09 17:08:59,"0,066s",PASSED
click,Firefox 61.0,Установка чекбокса смены руководителя,2018-08-09 17:08:59,2018-08-09 17:09:00,"0,473s",PASSED
setText,Firefox 61.0,Ввод фамилии,2018-08-09 17:09:00,2018-08-09 17:09:00,"0,122s",PASSED
setText,Firefox 61.0,Ввод имени,2018-08-09 17:09:00,2018-08-09 17:09:00,"0,155s",PASSED
setText,Firefox 61.0,Ввод отчества,2018-08-09 17:09:00,2018-08-09 17:09:00,"0,095s",PASSED
setText,Firefox 61.0,Ввод должности,2018-08-09 17:09:00,2018-08-09 17:09:00,"0,074s",PASSED
setText,Firefox 61.0,Ввод электронной почты,2018-08-09 17:09:00,2018-08-09 17:09:01,"0,220s",PASSED
setText,Firefox 61.0,Ввод телефона,2018-08-09 17:09:01,2018-08-09 17:09:01,"0,295s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-09 17:09:01,2018-08-09 17:09:01,"0,275s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-09 17:09:01,2018-08-09 17:09:01,"0,279s",PASSED
setText,Firefox 61.0,Ввод дублирующего пароля,2018-08-09 17:09:01,2018-08-09 17:09:02,"0,264s",PASSED
delay,Firefox 61.0,//to do: убрать,2018-08-09 17:09:02,2018-08-09 17:09:07,"5,010s",PASSED
click,Firefox 61.0,Завершение регистрации нового пользователя,2018-08-09 17:09:07,2018-08-09 17:09:12,"5,330s",PASSED
verifyElementPresent,Firefox 61.0,Проверка успешной регистрации,2018-08-09 17:09:12,2018-08-09 17:09:20,"7,738s",PASSED
