Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Registration,Firefox 61.0,\u0420\u0435\u0433\u0438\u0441\u0442\u0440\u0430\u0446\u0438\u044F \u043D\u043E\u0432\u043E\u0433\u043E \u043F\u043E\u043B\u044C\u0437\u043E\u0432\u0430\u0442\u0435\u043B\u044F,2018-08-09 16:52:54,2018-08-09 16:53:58,"1m - 4,611s",INCOMPLETE
,,,,,,
Test Cases/Base/Registration,Firefox 61.0,,2018-08-09 16:52:54,2018-08-09 16:53:58,"1m - 4,396s",FAILED
openBrowser,Firefox 61.0,Переход на тестовый стенд,2018-08-09 16:52:54,2018-08-09 16:53:01,"6,625s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-09 16:53:01,2018-08-09 16:53:01,"0,036s",PASSED
click,Firefox 61.0,Переход на форму регистрации,2018-08-09 16:53:01,2018-08-09 16:53:06,"5,384s",PASSED
click,Firefox 61.0,Разворачивается список организаций,2018-08-09 16:53:06,2018-08-09 16:53:22,"16,144s",PASSED
setText,Firefox 61.0,Вводится значние в поле поиска организаций,2018-08-09 16:53:22,2018-08-09 16:53:23,"0,474s",PASSED
sendKeys,Firefox 61.0,Выбор найденной организации кликом на Enter,2018-08-09 16:53:23,2018-08-09 16:53:23,"0,132s",PASSED
click,Firefox 61.0,Установка чекбокса смены руководителя,2018-08-09 16:53:23,2018-08-09 16:53:23,"0,574s",PASSED
setText,Firefox 61.0,Ввод фамилии,2018-08-09 16:53:23,2018-08-09 16:53:24,"0,154s",PASSED
setText,Firefox 61.0,Ввод имени,2018-08-09 16:53:24,2018-08-09 16:53:24,"0,182s",PASSED
setText,Firefox 61.0,Ввод отчества,2018-08-09 16:53:24,2018-08-09 16:53:24,"0,124s",PASSED
setText,Firefox 61.0,Ввод должности,2018-08-09 16:53:24,2018-08-09 16:53:24,"0,082s",PASSED
setText,Firefox 61.0,Ввод электронной почты,2018-08-09 16:53:24,2018-08-09 16:53:24,"0,262s",PASSED
setText,Firefox 61.0,Ввод телефона,2018-08-09 16:53:24,2018-08-09 16:53:24,"0,228s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-09 16:53:24,2018-08-09 16:53:25,"0,224s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-09 16:53:25,2018-08-09 16:53:25,"0,394s",PASSED
setText,Firefox 61.0,Ввод дублирующего пароля,2018-08-09 16:53:25,2018-08-09 16:53:25,"0,146s",PASSED
click,Firefox 61.0,Завершение регистрации нового пользователя,2018-08-09 16:53:25,2018-08-09 16:53:26,"0,543s",PASSED
verifyElementPresent,Firefox 61.0,Проверка успешной регистрации,2018-08-09 16:53:26,2018-08-09 16:53:58,"32,446s",FAILED
