Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Registration,Firefox 61.0,\u0420\u0435\u0433\u0438\u0441\u0442\u0440\u0430\u0446\u0438\u044F \u043D\u043E\u0432\u043E\u0433\u043E \u043F\u043E\u043B\u044C\u0437\u043E\u0432\u0430\u0442\u0435\u043B\u044F,2018-08-28 13:38:07,2018-08-28 13:39:25,"1m - 17,702s",PASSED
,,,,,,
Test Cases/Base/Registration,Firefox 61.0,,2018-08-28 13:38:08,2018-08-28 13:39:25,"1m - 17,154s",PASSED
openBrowser,Firefox 61.0,Переход на тестовый стенд,2018-08-28 13:38:08,2018-08-28 13:38:18,"10,079s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-28 13:38:18,2018-08-28 13:38:18,"0,129s",PASSED
click,Firefox 61.0,Переход на форму регистрации,2018-08-28 13:38:18,2018-08-28 13:38:24,"5,313s",PASSED
click,Firefox 61.0,Разворачивается список организаций,2018-08-28 13:38:24,2018-08-28 13:38:30,"6,206s",PASSED
setText,Firefox 61.0,Вводится значние в поле поиска организаций,2018-08-28 13:38:30,2018-08-28 13:38:31,"1,005s",PASSED
sendKeys,Firefox 61.0,Выбор найденной организации кликом на Enter,2018-08-28 13:38:31,2018-08-28 13:38:31,"0,119s",PASSED
Statement - If (ChangeChief),Firefox 61.0,Проверка необходимости в смене руководителя,2018-08-28 13:38:31,2018-08-28 13:38:31,"0,003s",PASSED
setText,Firefox 61.0,Ввод фамилии,2018-08-28 13:38:31,2018-08-28 13:38:31,"0,098s",PASSED
setText,Firefox 61.0,Ввод имени,2018-08-28 13:38:31,2018-08-28 13:38:31,"0,057s",PASSED
setText,Firefox 61.0,Ввод отчества,2018-08-28 13:38:31,2018-08-28 13:38:31,"0,070s",PASSED
setText,Firefox 61.0,Ввод должности,2018-08-28 13:38:31,2018-08-28 13:38:31,"0,079s",PASSED
setText,Firefox 61.0,Ввод электронной почты,2018-08-28 13:38:31,2018-08-28 13:38:31,"0,117s",PASSED
setText,Firefox 61.0,Ввод телефона,2018-08-28 13:38:31,2018-08-28 13:38:31,"0,148s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-28 13:38:31,2018-08-28 13:38:32,"0,109s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-28 13:38:32,2018-08-28 13:38:32,"0,169s",PASSED
setText,Firefox 61.0,Ввод дублирующего пароля,2018-08-28 13:38:32,2018-08-28 13:38:32,"0,141s",PASSED
click,Firefox 61.0,Завершение регистрации нового пользователя,2018-08-28 13:38:32,2018-08-28 13:38:32,"0,349s",PASSED
verifyElementPresent,Firefox 61.0,Проверка успешной регистрации,2018-08-28 13:38:32,2018-08-28 13:39:23,"50,459s",PASSED
