Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Authorization,Firefox 61.0,\u0410\u0432\u0442\u043E\u0440\u0438\u0437\u0430\u0446\u0438\u044F,2018-08-28 12:13:22,2018-08-28 12:15:28,"2m - 6,550s",PASSED
,,,,,,
Test Cases/Base/Authorization,Firefox 61.0,,2018-08-28 12:13:22,2018-08-28 12:15:28,"2m - 5,988s",PASSED
openBrowser,Firefox 61.0,Открывается браузер,2018-08-28 12:13:22,2018-08-28 12:14:11,"48,550s",PASSED
deleteAllCookies,Firefox 61.0,Очищаются куки,2018-08-28 12:14:11,2018-08-28 12:14:11,"0,032s",PASSED
refresh,Firefox 61.0,Обновление странички,2018-08-28 12:14:11,2018-08-28 12:14:19,"8,294s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-28 12:14:19,2018-08-28 12:14:20,"0,221s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-28 12:14:20,2018-08-28 12:14:20,"0,313s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-28 12:14:20,2018-08-28 12:14:20,"0,162s",PASSED
click,Firefox 61.0,"Клик по кнопке ""Войти""",2018-08-28 12:14:20,2018-08-28 12:14:25,"5,287s",PASSED
waitForElementPresent,Firefox 61.0,"Проверка наличия кнопки ""Выход""",2018-08-28 12:14:25,2018-08-28 12:15:26,"1m - 0,700s",PASSED
