Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Activation_gmail,Firefox 61.0,\u0410\u043A\u0442\u0438\u0432\u0430\u0446\u0438\u044F \u0443\u0447\u0435\u0442\u043A\u0438 \u0432 gmail \u043F\u043E\u0447\u0442\u0435,2018-08-09 14:57:32,2018-08-09 14:57:44,"12,300s",PASSED
,,,,,,
Test Cases/Base/Activation_gmail,Firefox 61.0,Активация учетки в gmail письме,2018-08-09 14:57:32,2018-08-09 14:57:44,"11,532s",PASSED
openBrowser,Firefox 61.0,,2018-08-09 14:57:32,2018-08-09 14:57:37,"4,912s",PASSED
setText,Firefox 61.0,,2018-08-09 14:57:37,2018-08-09 14:57:37,"0,245s",PASSED
click,Firefox 61.0,,2018-08-09 14:57:37,2018-08-09 14:57:38,"0,337s",PASSED
setText,Firefox 61.0,,2018-08-09 14:57:38,2018-08-09 14:57:38,"0,178s",PASSED
delay,Firefox 61.0,,2018-08-09 14:57:38,2018-08-09 14:57:39,"1,016s",PASSED
sendKeys,Firefox 61.0,,2018-08-09 14:57:39,2018-08-09 14:57:39,"0,079s",PASSED
click,Firefox 61.0,,2018-08-09 14:57:39,2018-08-09 14:57:43,"3,725s",PASSED
click,Firefox 61.0,,2018-08-09 14:57:43,2018-08-09 14:57:44,"0,829s",PASSED
