Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Authorization,Firefox 61.0,\u0410\u0432\u0442\u043E\u0440\u0438\u0437\u0430\u0446\u0438\u044F,2018-08-28 12:25:53,2018-08-28 12:26:26,"33,028s",PASSED
,,,,,,
Test Cases/Base/Authorization,Firefox 61.0,,2018-08-28 12:25:53,2018-08-28 12:26:26,"32,319s",PASSED
openBrowser,Firefox 61.0,Открывается браузер,2018-08-28 12:25:54,2018-08-28 12:26:07,"12,698s",PASSED
deleteAllCookies,Firefox 61.0,Очищаются куки,2018-08-28 12:26:07,2018-08-28 12:26:07,"0,050s",PASSED
refresh,Firefox 61.0,Обновление странички,2018-08-28 12:26:07,2018-08-28 12:26:10,"3,050s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-28 12:26:10,2018-08-28 12:26:10,"0,149s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-28 12:26:10,2018-08-28 12:26:10,"0,348s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-28 12:26:10,2018-08-28 12:26:11,"0,519s",PASSED
click,Firefox 61.0,"Клик по кнопке ""Войти""",2018-08-28 12:26:11,2018-08-28 12:26:16,"5,314s",PASSED
waitForElementPresent,Firefox 61.0,"Проверка наличия кнопки ""Выход""",2018-08-28 12:26:16,2018-08-28 12:26:24,"7,692s",PASSED
