Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Registration,Firefox 61.0,\u0420\u0435\u0433\u0438\u0441\u0442\u0440\u0430\u0446\u0438\u044F \u043D\u043E\u0432\u043E\u0433\u043E \u043F\u043E\u043B\u044C\u0437\u043E\u0432\u0430\u0442\u0435\u043B\u044F,2018-08-28 13:44:31,2018-08-28 13:45:34,"1m - 2,490s",PASSED
,,,,,,
Test Cases/Base/Registration,Firefox 61.0,,2018-08-28 13:44:31,2018-08-28 13:45:33,"1m - 1,930s",PASSED
openBrowser,Firefox 61.0,Переход на тестовый стенд,2018-08-28 13:44:32,2018-08-28 13:44:50,"18,210s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-28 13:44:50,2018-08-28 13:44:50,"0,162s",PASSED
click,Firefox 61.0,Переход на форму регистрации,2018-08-28 13:44:50,2018-08-28 13:44:56,"5,555s",PASSED
click,Firefox 61.0,Разворачивается список организаций,2018-08-28 13:44:56,2018-08-28 13:45:18,"21,793s",PASSED
setText,Firefox 61.0,Вводится значние в поле поиска организаций,2018-08-28 13:45:18,2018-08-28 13:45:19,"0,866s",PASSED
sendKeys,Firefox 61.0,Выбор найденной организации кликом на Enter,2018-08-28 13:45:19,2018-08-28 13:45:19,"0,081s",PASSED
Statement - If (ChangeChief),Firefox 61.0,Проверка необходимости в смене руководителя,2018-08-28 13:45:19,2018-08-28 13:45:19,"0,001s",PASSED
setText,Firefox 61.0,Ввод фамилии,2018-08-28 13:45:19,2018-08-28 13:45:19,"0,064s",PASSED
setText,Firefox 61.0,Ввод имени,2018-08-28 13:45:19,2018-08-28 13:45:19,"0,066s",PASSED
setText,Firefox 61.0,Ввод отчества,2018-08-28 13:45:19,2018-08-28 13:45:19,"0,056s",PASSED
setText,Firefox 61.0,Ввод должности,2018-08-28 13:45:19,2018-08-28 13:45:19,"0,055s",PASSED
setText,Firefox 61.0,Ввод электронной почты,2018-08-28 13:45:19,2018-08-28 13:45:19,"0,110s",PASSED
setText,Firefox 61.0,Ввод телефона,2018-08-28 13:45:19,2018-08-28 13:45:19,"0,217s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-28 13:45:19,2018-08-28 13:45:19,"0,063s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-28 13:45:19,2018-08-28 13:45:19,"0,101s",PASSED
setText,Firefox 61.0,Ввод дублирующего пароля,2018-08-28 13:45:19,2018-08-28 13:45:20,"0,182s",PASSED
click,Firefox 61.0,Завершение регистрации нового пользователя,2018-08-28 13:45:20,2018-08-28 13:45:25,"5,463s",PASSED
verifyElementPresent,Firefox 61.0,Проверка успешной регистрации,2018-08-28 13:45:25,2018-08-28 13:45:31,"6,303s",PASSED
