Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Authorization,Firefox 61.0,\u0410\u0432\u0442\u043E\u0440\u0438\u0437\u0430\u0446\u0438\u044F,2018-08-09 16:50:25,2018-08-09 16:50:39,"14,203s",INCOMPLETE
,,,,,,
Test Cases/Base/Authorization,Firefox 61.0,,2018-08-09 16:50:25,2018-08-09 16:50:39,"13,888s",FAILED
openBrowser,Firefox 61.0,Переход на тестовый стенд,2018-08-09 16:50:26,2018-08-09 16:50:33,"6,842s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-09 16:50:33,2018-08-09 16:50:33,"0,105s",PASSED
verifyElementPresent,Firefox 61.0,"Проверка наличия поля ""Имя пользователя""",2018-08-09 16:50:33,2018-08-09 16:50:33,"0,092s",PASSED
verifyElementPresent,Firefox 61.0,"Проверка наличия поля ""Пароль""",2018-08-09 16:50:33,2018-08-09 16:50:33,"0,014s",PASSED
verifyElementPresent,Firefox 61.0,"Проверка наличия кнопки ""Войти""",2018-08-09 16:50:33,2018-08-09 16:50:33,"0,014s",PASSED
verifyElementPresent,Firefox 61.0,"Проверка наличия кнопки ""Войти по ЭП""",2018-08-09 16:50:33,2018-08-09 16:50:33,"0,037s",PASSED
verifyElementPresent,Firefox 61.0,"Проверка наличия ссылки ""Регистрация""",2018-08-09 16:50:33,2018-08-09 16:50:33,"0,023s",PASSED
verifyElementPresent,Firefox 61.0,"Проверка наличия ссылки ""Восстановление пароля""",2018-08-09 16:50:33,2018-08-09 16:50:33,"0,015s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-09 16:50:33,2018-08-09 16:50:33,"0,345s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-09 16:50:33,2018-08-09 16:50:33,"0,071s",PASSED
click,Firefox 61.0,"Клик по кнопке ""Войти""",2018-08-09 16:50:33,2018-08-09 16:50:35,"1,405s",PASSED
verifyElementPresent,Firefox 61.0,"Проверка наличия меню ""Мои задачи""",2018-08-09 16:50:35,2018-08-09 16:50:39,"4,503s",FAILED
