Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Authorization,Firefox 61.0,\u0410\u0432\u0442\u043E\u0440\u0438\u0437\u0430\u0446\u0438\u044F,2018-08-28 12:32:55,2018-08-28 12:33:54,"58,737s",PASSED
,,,,,,
Test Cases/Base/Authorization,Firefox 61.0,,2018-08-28 12:32:55,2018-08-28 12:33:53,"57,947s",PASSED
openBrowser,Firefox 61.0,Открывается браузер,2018-08-28 12:32:56,2018-08-28 12:33:34,"38,224s",PASSED
deleteAllCookies,Firefox 61.0,Очищаются куки,2018-08-28 12:33:34,2018-08-28 12:33:34,"0,039s",PASSED
refresh,Firefox 61.0,Обновление странички,2018-08-28 12:33:34,2018-08-28 12:33:37,"2,498s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-28 12:33:37,2018-08-28 12:33:37,"0,152s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-28 12:33:37,2018-08-28 12:33:37,"0,527s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-28 12:33:37,2018-08-28 12:33:37,"0,225s",PASSED
click,Firefox 61.0,"Клик по кнопке ""Войти""",2018-08-28 12:33:37,2018-08-28 12:33:51,"13,588s",PASSED
waitForElementPresent,Firefox 61.0,"Проверка наличия кнопки ""Выход""",2018-08-28 12:33:51,2018-08-28 12:33:51,"0,089s",PASSED
