Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Registration,Firefox 61.0,\u0420\u0435\u0433\u0438\u0441\u0442\u0440\u0430\u0446\u0438\u044F \u043D\u043E\u0432\u043E\u0433\u043E \u043F\u043E\u043B\u044C\u0437\u043E\u0432\u0430\u0442\u0435\u043B\u044F,2018-08-09 08:11:09,2018-08-09 08:11:32,"22,856s",PASSED
,,,,,,
Test Cases/Base/Registration,Firefox 61.0,,2018-08-09 08:11:09,2018-08-09 08:11:31,"22,085s",PASSED
openBrowser,Firefox 61.0,Переход на тестовый стенд,2018-08-09 08:11:09,2018-08-09 08:11:16,"6,555s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-09 08:11:16,2018-08-09 08:11:16,"0,065s",PASSED
click,Firefox 61.0,Переход на форму регистрации,2018-08-09 08:11:16,2018-08-09 08:11:21,"5,392s",PASSED
click,Firefox 61.0,Разворачивается список организаций,2018-08-09 08:11:21,2018-08-09 08:11:28,"6,966s",PASSED
setText,Firefox 61.0,Вводится значние в поле поиска организаций,2018-08-09 08:11:28,2018-08-09 08:11:29,"0,541s",PASSED
sendKeys,Firefox 61.0,Выбор найденной организации кликом на Enter,2018-08-09 08:11:29,2018-08-09 08:11:29,"0,066s",PASSED
click,Firefox 61.0,Установка чекбокса смены руководителя,2018-08-09 08:11:29,2018-08-09 08:11:29,"0,299s",PASSED
setText,Firefox 61.0,Ввод фамилии,2018-08-09 08:11:29,2018-08-09 08:11:29,"0,099s",PASSED
setText,Firefox 61.0,Ввод имени,2018-08-09 08:11:29,2018-08-09 08:11:29,"0,143s",PASSED
setText,Firefox 61.0,Ввод отчества,2018-08-09 08:11:29,2018-08-09 08:11:29,"0,090s",PASSED
setText,Firefox 61.0,Ввод должности,2018-08-09 08:11:29,2018-08-09 08:11:30,"0,216s",PASSED
setText,Firefox 61.0,Ввод электронной почты,2018-08-09 08:11:30,2018-08-09 08:11:30,"0,277s",PASSED
setText,Firefox 61.0,Ввод телефона,2018-08-09 08:11:30,2018-08-09 08:11:30,"0,325s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-09 08:11:30,2018-08-09 08:11:31,"0,348s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-09 08:11:31,2018-08-09 08:11:31,"0,212s",PASSED
setText,Firefox 61.0,Ввод дублирующего пароля,2018-08-09 08:11:31,2018-08-09 08:11:31,"0,222s",PASSED
