Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Authorization,Firefox 61.0,\u0410\u0432\u0442\u043E\u0440\u0438\u0437\u0430\u0446\u0438\u044F,2018-08-28 12:28:18,2018-08-28 12:28:46,"28,206s",PASSED
,,,,,,
Test Cases/Base/Authorization,Firefox 61.0,,2018-08-28 12:28:18,2018-08-28 12:28:46,"27,535s",PASSED
openBrowser,Firefox 61.0,Открывается браузер,2018-08-28 12:28:18,2018-08-28 12:28:29,"10,392s",PASSED
deleteAllCookies,Firefox 61.0,Очищаются куки,2018-08-28 12:28:29,2018-08-28 12:28:29,"0,031s",PASSED
refresh,Firefox 61.0,Обновление странички,2018-08-28 12:28:29,2018-08-28 12:28:31,"2,473s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-28 12:28:31,2018-08-28 12:28:32,"0,164s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-28 12:28:32,2018-08-28 12:28:32,"0,175s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-28 12:28:32,2018-08-28 12:28:32,"0,298s",PASSED
click,Firefox 61.0,"Клик по кнопке ""Войти""",2018-08-28 12:28:32,2018-08-28 12:28:37,"5,266s",PASSED
waitForElementPresent,Firefox 61.0,"Проверка наличия кнопки ""Выход""",2018-08-28 12:28:37,2018-08-28 12:28:44,"6,260s",PASSED
