Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Authorization,Firefox 61.0,\u0410\u0432\u0442\u043E\u0440\u0438\u0437\u0430\u0446\u0438\u044F,2018-08-28 12:52:39,2018-08-28 12:52:55,"15,096s",PASSED
,,,,,,
Test Cases/Base/Authorization,Firefox 61.0,,2018-08-28 12:52:40,2018-08-28 12:52:54,"14,607s",PASSED
openBrowser,Firefox 61.0,Открывается браузер,2018-08-28 12:52:40,2018-08-28 12:52:48,"7,302s",PASSED
deleteAllCookies,Firefox 61.0,Очищаются куки,2018-08-28 12:52:48,2018-08-28 12:52:48,"0,017s",PASSED
refresh,Firefox 61.0,Обновление странички,2018-08-28 12:52:48,2018-08-28 12:52:49,"1,093s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-28 12:52:49,2018-08-28 12:52:49,"0,131s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-28 12:52:49,2018-08-28 12:52:49,"0,129s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-28 12:52:49,2018-08-28 12:52:49,"0,108s",PASSED
click,Firefox 61.0,"Клик по кнопке ""Войти""",2018-08-28 12:52:49,2018-08-28 12:52:52,"3,174s",PASSED
waitForElementPresent,Firefox 61.0,"Проверка наличия кнопки ""Выход""",2018-08-28 12:52:52,2018-08-28 12:52:52,"0,025s",PASSED
