Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Authorization,Firefox 61.0,\u0410\u0432\u0442\u043E\u0440\u0438\u0437\u0430\u0446\u0438\u044F,2018-08-28 13:18:13,2018-08-28 13:21:01,"2m - 47,086s",PASSED
,,,,,,
Test Cases/Base/Authorization,Firefox 61.0,,2018-08-28 13:18:14,2018-08-28 13:20:59,"2m - 45,019s",PASSED
openBrowser,Firefox 61.0,Открывается браузер,2018-08-28 13:18:30,2018-08-28 13:19:59,"1m - 29,869s",PASSED
deleteAllCookies,Firefox 61.0,Очищаются куки,2018-08-28 13:19:59,2018-08-28 13:20:01,"1,683s",PASSED
refresh,Firefox 61.0,Обновление странички,2018-08-28 13:20:01,2018-08-28 13:20:36,"34,748s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-28 13:20:36,2018-08-28 13:20:41,"5,228s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-28 13:20:41,2018-08-28 13:20:44,"3,194s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-28 13:20:44,2018-08-28 13:20:45,"0,662s",PASSED
click,Firefox 61.0,"Клик по кнопке ""Войти""",2018-08-28 13:20:45,2018-08-28 13:20:50,"5,467s",PASSED
waitForElementPresent,Firefox 61.0,"Проверка наличия кнопки ""Выход""",2018-08-28 13:20:50,2018-08-28 13:20:57,"6,150s",PASSED
