Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Authorization,Firefox 61.0,\u0410\u0432\u0442\u043E\u0440\u0438\u0437\u0430\u0446\u0438\u044F,2018-08-09 16:58:03,2018-08-09 16:58:40,"36,474s",PASSED
,,,,,,
Test Cases/Base/Authorization,Firefox 61.0,,2018-08-09 16:58:04,2018-08-09 16:58:40,"35,910s",PASSED
openBrowser,Firefox 61.0,Переход на тестовый стенд,2018-08-09 16:58:04,2018-08-09 16:58:11,"7,518s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-09 16:58:11,2018-08-09 16:58:12,"0,081s",PASSED
verifyElementPresent,Firefox 61.0,"Проверка наличия поля ""Имя пользователя""",2018-08-09 16:58:12,2018-08-09 16:58:12,"0,130s",PASSED
verifyElementPresent,Firefox 61.0,"Проверка наличия поля ""Пароль""",2018-08-09 16:58:12,2018-08-09 16:58:12,"0,029s",PASSED
verifyElementPresent,Firefox 61.0,"Проверка наличия кнопки ""Войти""",2018-08-09 16:58:12,2018-08-09 16:58:12,"0,012s",PASSED
verifyElementPresent,Firefox 61.0,"Проверка наличия кнопки ""Войти по ЭП""",2018-08-09 16:58:12,2018-08-09 16:58:12,"0,014s",PASSED
verifyElementPresent,Firefox 61.0,"Проверка наличия ссылки ""Регистрация""",2018-08-09 16:58:12,2018-08-09 16:58:12,"0,034s",PASSED
verifyElementPresent,Firefox 61.0,"Проверка наличия ссылки ""Восстановление пароля""",2018-08-09 16:58:12,2018-08-09 16:58:12,"0,033s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-09 16:58:12,2018-08-09 16:58:12,"0,253s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-09 16:58:12,2018-08-09 16:58:12,"0,048s",PASSED
click,Firefox 61.0,"Клик по кнопке ""Войти""",2018-08-09 16:58:12,2018-08-09 16:58:17,"5,255s",PASSED
verifyElementPresent,Firefox 61.0,"Проверка наличия меню ""Мои задачи""",2018-08-09 16:58:17,2018-08-09 16:58:39,"21,931s",PASSED
verifyElementPresent,Firefox 61.0,"Проверка наличия меню ""Администрирование""",2018-08-09 16:58:39,2018-08-09 16:58:40,"0,248s",PASSED
verifyElementPresent,Firefox 61.0,"Проверка наличия кнопки ""Выход""",2018-08-09 16:58:40,2018-08-09 16:58:40,"0,054s",PASSED
