Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Authorization,Firefox 61.0,\u0410\u0432\u0442\u043E\u0440\u0438\u0437\u0430\u0446\u0438\u044F,2018-08-28 12:34:52,2018-08-28 12:35:31,"39,236s",PASSED
,,,,,,
Test Cases/Base/Authorization,Firefox 61.0,,2018-08-28 12:34:52,2018-08-28 12:35:31,"38,449s",PASSED
openBrowser,Firefox 61.0,Открывается браузер,2018-08-28 12:34:53,2018-08-28 12:35:06,"12,941s",PASSED
deleteAllCookies,Firefox 61.0,Очищаются куки,2018-08-28 12:35:06,2018-08-28 12:35:06,"0,017s",PASSED
refresh,Firefox 61.0,Обновление странички,2018-08-28 12:35:06,2018-08-28 12:35:10,"4,523s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-28 12:35:10,2018-08-28 12:35:10,"0,128s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-28 12:35:10,2018-08-28 12:35:11,"0,444s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-28 12:35:11,2018-08-28 12:35:11,"0,120s",PASSED
click,Firefox 61.0,"Клик по кнопке ""Войти""",2018-08-28 12:35:11,2018-08-28 12:35:16,"5,287s",PASSED
waitForElementPresent,Firefox 61.0,"Проверка наличия кнопки ""Выход""",2018-08-28 12:35:16,2018-08-28 12:35:29,"12,326s",PASSED
