Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Authorization,Firefox 61.0,\u0410\u0432\u0442\u043E\u0440\u0438\u0437\u0430\u0446\u0438\u044F,2018-08-28 12:52:19,2018-08-28 12:52:38,"18,575s",PASSED
,,,,,,
Test Cases/Base/Authorization,Firefox 61.0,,2018-08-28 12:52:19,2018-08-28 12:52:37,"17,712s",PASSED
openBrowser,Firefox 61.0,Открывается браузер,2018-08-28 12:52:20,2018-08-28 12:52:27,"7,234s",PASSED
deleteAllCookies,Firefox 61.0,Очищаются куки,2018-08-28 12:52:27,2018-08-28 12:52:27,"0,019s",PASSED
refresh,Firefox 61.0,Обновление странички,2018-08-28 12:52:27,2018-08-28 12:52:28,"1,037s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-28 12:52:28,2018-08-28 12:52:28,"0,093s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-28 12:52:28,2018-08-28 12:52:29,"0,478s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-28 12:52:29,2018-08-28 12:52:29,"0,635s",PASSED
click,Firefox 61.0,"Клик по кнопке ""Войти""",2018-08-28 12:52:29,2018-08-28 12:52:35,"5,582s",PASSED
waitForElementPresent,Firefox 61.0,"Проверка наличия кнопки ""Выход""",2018-08-28 12:52:35,2018-08-28 12:52:35,"0,054s",PASSED
