Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Registration,Firefox 61.0,\u0420\u0435\u0433\u0438\u0441\u0442\u0440\u0430\u0446\u0438\u044F \u043D\u043E\u0432\u043E\u0433\u043E \u043F\u043E\u043B\u044C\u0437\u043E\u0432\u0430\u0442\u0435\u043B\u044F,2018-08-16 16:27:18,2018-08-16 16:28:03,"44,996s",PASSED
,,,,,,
Test Cases/Base/Registration,Firefox 61.0,,2018-08-16 16:27:18,2018-08-16 16:28:03,"44,461s",PASSED
openBrowser,Firefox 61.0,Переход на тестовый стенд,2018-08-16 16:27:19,2018-08-16 16:27:28,"8,935s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-16 16:27:28,2018-08-16 16:27:28,"0,131s",PASSED
click,Firefox 61.0,Переход на форму регистрации,2018-08-16 16:27:28,2018-08-16 16:27:33,"5,331s",PASSED
click,Firefox 61.0,Разворачивается список организаций,2018-08-16 16:27:33,2018-08-16 16:27:44,"10,576s",PASSED
setText,Firefox 61.0,Вводится значние в поле поиска организаций,2018-08-16 16:27:44,2018-08-16 16:27:44,"0,866s",PASSED
sendKeys,Firefox 61.0,Выбор найденной организации кликом на Enter,2018-08-16 16:27:44,2018-08-16 16:27:45,"0,065s",PASSED
Statement - If (ChangeChief),Firefox 61.0,Проверка необходимости в смене руководителя,2018-08-16 16:27:45,2018-08-16 16:27:45,"0,002s",PASSED
setText,Firefox 61.0,Ввод фамилии,2018-08-16 16:27:45,2018-08-16 16:27:45,"0,122s",PASSED
setText,Firefox 61.0,Ввод имени,2018-08-16 16:27:45,2018-08-16 16:27:45,"0,065s",PASSED
setText,Firefox 61.0,Ввод отчества,2018-08-16 16:27:45,2018-08-16 16:27:45,"0,104s",PASSED
setText,Firefox 61.0,Ввод должности,2018-08-16 16:27:45,2018-08-16 16:27:45,"0,099s",PASSED
setText,Firefox 61.0,Ввод электронной почты,2018-08-16 16:27:45,2018-08-16 16:27:45,"0,103s",PASSED
setText,Firefox 61.0,Ввод телефона,2018-08-16 16:27:45,2018-08-16 16:27:45,"0,190s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-16 16:27:45,2018-08-16 16:27:46,"0,302s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-16 16:27:46,2018-08-16 16:27:46,"0,294s",PASSED
setText,Firefox 61.0,Ввод дублирующего пароля,2018-08-16 16:27:46,2018-08-16 16:27:46,"0,271s",PASSED
click,Firefox 61.0,Завершение регистрации нового пользователя,2018-08-16 16:27:46,2018-08-16 16:27:52,"5,525s",PASSED
verifyElementPresent,Firefox 61.0,Проверка успешной регистрации,2018-08-16 16:27:52,2018-08-16 16:28:01,"9,020s",PASSED
