Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Activation_gmail,Firefox 61.0,\u0410\u043A\u0442\u0438\u0432\u0430\u0446\u0438\u044F \u0443\u0447\u0435\u0442\u043A\u0438 \u0432 gmail \u043F\u043E\u0447\u0442\u0435,2018-08-09 15:21:53,2018-08-09 15:22:38,"44,238s",FAILED
,,,,,,
Test Cases/Base/Activation_gmail,Firefox 61.0,Активация учетки в gmail письме,2018-08-09 15:21:54,2018-08-09 15:22:37,"43,557s",FAILED
openBrowser,Firefox 61.0,,2018-08-09 15:21:54,2018-08-09 15:21:59,"5,035s",PASSED
setText,Firefox 61.0,,2018-08-09 15:21:59,2018-08-09 15:21:59,"0,212s",PASSED
click,Firefox 61.0,,2018-08-09 15:21:59,2018-08-09 15:21:59,"0,297s",PASSED
setText,Firefox 61.0,,2018-08-09 15:21:59,2018-08-09 15:22:00,"0,134s",PASSED
delay,Firefox 61.0,,2018-08-09 15:22:00,2018-08-09 15:22:01,"1,022s",PASSED
sendKeys,Firefox 61.0,,2018-08-09 15:22:01,2018-08-09 15:22:01,"0,068s",PASSED
click,Firefox 61.0,,2018-08-09 15:22:01,2018-08-09 15:22:04,"3,594s",PASSED
click,Firefox 61.0,,2018-08-09 15:22:04,2018-08-09 15:22:05,"0,767s",PASSED
verifyElementPresent,Firefox 61.0,,2018-08-09 15:22:05,2018-08-09 15:22:37,"32,115s",FAILED
