Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Registration,Firefox 61.0,\u0420\u0435\u0433\u0438\u0441\u0442\u0440\u0430\u0446\u0438\u044F \u043D\u043E\u0432\u043E\u0433\u043E \u043F\u043E\u043B\u044C\u0437\u043E\u0432\u0430\u0442\u0435\u043B\u044F,2018-08-09 17:06:30,2018-08-09 17:07:36,"1m - 5,718s",FAILED
,,,,,,
Test Cases/Base/Registration,Firefox 61.0,,2018-08-09 17:06:30,2018-08-09 17:07:35,"1m - 5,083s",FAILED
openBrowser,Firefox 61.0,Переход на тестовый стенд,2018-08-09 17:06:30,2018-08-09 17:06:37,"6,279s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-09 17:06:37,2018-08-09 17:06:37,"0,102s",PASSED
click,Firefox 61.0,Переход на форму регистрации,2018-08-09 17:06:37,2018-08-09 17:06:42,"5,287s",PASSED
click,Firefox 61.0,Разворачивается список организаций,2018-08-09 17:06:42,2018-08-09 17:06:50,"7,778s",PASSED
setText,Firefox 61.0,Вводится значние в поле поиска организаций,2018-08-09 17:06:50,2018-08-09 17:06:50,"0,406s",PASSED
sendKeys,Firefox 61.0,Выбор найденной организации кликом на Enter,2018-08-09 17:06:50,2018-08-09 17:06:50,"0,045s",PASSED
click,Firefox 61.0,Установка чекбокса смены руководителя,2018-08-09 17:06:50,2018-08-09 17:06:51,"0,286s",PASSED
setText,Firefox 61.0,Ввод фамилии,2018-08-09 17:06:51,2018-08-09 17:06:51,"0,162s",PASSED
setText,Firefox 61.0,Ввод имени,2018-08-09 17:06:51,2018-08-09 17:06:51,"0,175s",PASSED
setText,Firefox 61.0,Ввод отчества,2018-08-09 17:06:51,2018-08-09 17:06:51,"0,095s",PASSED
setText,Firefox 61.0,Ввод должности,2018-08-09 17:06:51,2018-08-09 17:06:51,"0,114s",PASSED
setText,Firefox 61.0,Ввод электронной почты,2018-08-09 17:06:51,2018-08-09 17:06:51,"0,188s",PASSED
setText,Firefox 61.0,Ввод телефона,2018-08-09 17:06:51,2018-08-09 17:06:52,"0,339s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-09 17:06:52,2018-08-09 17:06:52,"0,288s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-09 17:06:52,2018-08-09 17:06:52,"0,225s",PASSED
setText,Firefox 61.0,Ввод дублирующего пароля,2018-08-09 17:06:52,2018-08-09 17:06:52,"0,209s",PASSED
delay,Firefox 61.0,//to do: убрать,2018-08-09 17:06:52,2018-08-09 17:06:57,"5,012s",PASSED
click,Firefox 61.0,Завершение регистрации нового пользователя,2018-08-09 17:06:57,2018-08-09 17:07:03,"5,326s",PASSED
verifyElementPresent,Firefox 61.0,Проверка успешной регистрации,2018-08-09 17:07:03,2018-08-09 17:07:35,"32,413s",FAILED
