Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Authorization,Firefox 61.0,\u0410\u0432\u0442\u043E\u0440\u0438\u0437\u0430\u0446\u0438\u044F,2018-08-09 16:46:30,2018-08-09 16:47:11,"40,899s",FAILED
,,,,,,
Test Cases/Base/Authorization,Firefox 61.0,,2018-08-09 16:46:31,2018-08-09 16:47:11,"40,201s",FAILED
openBrowser,Firefox 61.0,Переход на тестовый стенд,2018-08-09 16:46:31,2018-08-09 16:46:38,"7,140s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-09 16:46:38,2018-08-09 16:46:38,"0,103s",PASSED
verifyElementPresent,Firefox 61.0,"Проверка наличия поля ""Имя пользователя""",2018-08-09 16:46:38,2018-08-09 16:46:39,"0,126s",PASSED
verifyElementPresent,Firefox 61.0,"Проверка наличия поля ""Пароль""",2018-08-09 16:46:39,2018-08-09 16:46:39,"0,026s",PASSED
verifyElementPresent,Firefox 61.0,"Проверка наличия кнопки ""Войти""",2018-08-09 16:46:39,2018-08-09 16:46:39,"0,062s",PASSED
verifyElementPresent,Firefox 61.0,"Проверка наличия кнопки ""Войти по ЭП""",2018-08-09 16:46:39,2018-08-09 16:46:39,"0,043s",PASSED
verifyElementPresent,Firefox 61.0,"Проверка наличия ссылки ""Регистрация""",2018-08-09 16:46:39,2018-08-09 16:46:39,"0,035s",PASSED
verifyElementPresent,Firefox 61.0,"Проверка наличия ссылки ""Восстановление пароля""",2018-08-09 16:46:39,2018-08-09 16:46:39,"0,186s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-09 16:46:39,2018-08-09 16:46:39,"0,272s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-09 16:46:39,2018-08-09 16:46:39,"0,050s",PASSED
click,Firefox 61.0,"Клик по кнопке ""Войти""",2018-08-09 16:46:39,2018-08-09 16:46:40,"1,200s",PASSED
verifyElementPresent,Firefox 61.0,"Проверка наличия меню ""Мои задачи""",2018-08-09 16:46:40,2018-08-09 16:47:11,"30,574s",FAILED
