Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Authorization,Firefox 61.0,\u0410\u0432\u0442\u043E\u0440\u0438\u0437\u0430\u0446\u0438\u044F,2018-08-28 12:31:45,2018-08-28 12:32:07,"21,621s",PASSED
,,,,,,
Test Cases/Base/Authorization,Firefox 61.0,,2018-08-28 12:31:45,2018-08-28 12:32:06,"20,908s",PASSED
openBrowser,Firefox 61.0,Открывается браузер,2018-08-28 12:31:46,2018-08-28 12:31:55,"9,476s",PASSED
deleteAllCookies,Firefox 61.0,Очищаются куки,2018-08-28 12:31:55,2018-08-28 12:31:55,"0,023s",PASSED
refresh,Firefox 61.0,Обновление странички,2018-08-28 12:31:55,2018-08-28 12:31:58,"2,880s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-28 12:31:58,2018-08-28 12:31:59,"0,163s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-28 12:31:59,2018-08-28 12:31:59,"0,138s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-28 12:31:59,2018-08-28 12:31:59,"0,196s",PASSED
click,Firefox 61.0,"Клик по кнопке ""Войти""",2018-08-28 12:31:59,2018-08-28 12:32:04,"5,440s",PASSED
waitForElementPresent,Firefox 61.0,"Проверка наличия кнопки ""Выход""",2018-08-28 12:32:04,2018-08-28 12:32:04,"0,062s",PASSED
