Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Registration,Firefox 61.0,\u0420\u0435\u0433\u0438\u0441\u0442\u0440\u0430\u0446\u0438\u044F \u043D\u043E\u0432\u043E\u0433\u043E \u043F\u043E\u043B\u044C\u0437\u043E\u0432\u0430\u0442\u0435\u043B\u044F,2018-08-09 16:55:24,2018-08-09 16:56:06,"41,724s",PASSED
,,,,,,
Test Cases/Base/Registration,Firefox 61.0,,2018-08-09 16:55:25,2018-08-09 16:56:06,"41,115s",PASSED
openBrowser,Firefox 61.0,Переход на тестовый стенд,2018-08-09 16:55:25,2018-08-09 16:55:31,"6,378s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-09 16:55:31,2018-08-09 16:55:31,"0,078s",PASSED
click,Firefox 61.0,Переход на форму регистрации,2018-08-09 16:55:31,2018-08-09 16:55:37,"5,367s",PASSED
click,Firefox 61.0,Разворачивается список организаций,2018-08-09 16:55:37,2018-08-09 16:55:45,"8,079s",PASSED
setText,Firefox 61.0,Вводится значние в поле поиска организаций,2018-08-09 16:55:45,2018-08-09 16:55:45,"0,460s",PASSED
sendKeys,Firefox 61.0,Выбор найденной организации кликом на Enter,2018-08-09 16:55:45,2018-08-09 16:55:45,"0,053s",PASSED
click,Firefox 61.0,Установка чекбокса смены руководителя,2018-08-09 16:55:45,2018-08-09 16:55:46,"0,279s",PASSED
setText,Firefox 61.0,Ввод фамилии,2018-08-09 16:55:46,2018-08-09 16:55:46,"0,065s",PASSED
setText,Firefox 61.0,Ввод имени,2018-08-09 16:55:46,2018-08-09 16:55:46,"0,162s",PASSED
setText,Firefox 61.0,Ввод отчества,2018-08-09 16:55:46,2018-08-09 16:55:46,"0,091s",PASSED
setText,Firefox 61.0,Ввод должности,2018-08-09 16:55:46,2018-08-09 16:55:46,"0,136s",PASSED
setText,Firefox 61.0,Ввод электронной почты,2018-08-09 16:55:46,2018-08-09 16:55:46,"0,265s",PASSED
setText,Firefox 61.0,Ввод телефона,2018-08-09 16:55:46,2018-08-09 16:55:47,"0,319s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-09 16:55:47,2018-08-09 16:55:47,"0,234s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-09 16:55:47,2018-08-09 16:55:47,"0,268s",PASSED
setText,Firefox 61.0,Ввод дублирующего пароля,2018-08-09 16:55:47,2018-08-09 16:55:47,"0,250s",PASSED
delay,Firefox 61.0,//to do: убрать,2018-08-09 16:55:47,2018-08-09 16:55:52,"5,021s",PASSED
click,Firefox 61.0,Завершение регистрации нового пользователя,2018-08-09 16:55:52,2018-08-09 16:55:58,"5,349s",PASSED
verifyElementPresent,Firefox 61.0,Проверка успешной регистрации,2018-08-09 16:55:58,2018-08-09 16:56:06,"7,899s",PASSED
