Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Registration,Firefox 61.0,\u0420\u0435\u0433\u0438\u0441\u0442\u0440\u0430\u0446\u0438\u044F \u043D\u043E\u0432\u043E\u0433\u043E \u043F\u043E\u043B\u044C\u0437\u043E\u0432\u0430\u0442\u0435\u043B\u044F,2018-08-09 15:21:10,2018-08-09 15:21:52,"41,758s",PASSED
,,,,,,
Test Cases/Base/Registration,Firefox 61.0,,2018-08-09 15:21:11,2018-08-09 15:21:52,"41,179s",PASSED
openBrowser,Firefox 61.0,Переход на тестовый стенд,2018-08-09 15:21:11,2018-08-09 15:21:21,"10,534s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-09 15:21:21,2018-08-09 15:21:25,"3,524s",PASSED
click,Firefox 61.0,Переход на форму регистрации,2018-08-09 15:21:25,2018-08-09 15:21:30,"5,311s",PASSED
click,Firefox 61.0,Разворачивается список организаций,2018-08-09 15:21:30,2018-08-09 15:21:37,"6,847s",PASSED
setText,Firefox 61.0,Вводится значние в поле поиска организаций,2018-08-09 15:21:37,2018-08-09 15:21:38,"0,426s",PASSED
sendKeys,Firefox 61.0,Выбор найденной организации кликом на Enter,2018-08-09 15:21:38,2018-08-09 15:21:38,"0,046s",PASSED
click,Firefox 61.0,Установка чекбокса смены руководителя,2018-08-09 15:21:38,2018-08-09 15:21:38,"0,274s",PASSED
setText,Firefox 61.0,Ввод фамилии,2018-08-09 15:21:38,2018-08-09 15:21:38,"0,091s",PASSED
setText,Firefox 61.0,Ввод имени,2018-08-09 15:21:38,2018-08-09 15:21:38,"0,181s",PASSED
setText,Firefox 61.0,Ввод отчества,2018-08-09 15:21:38,2018-08-09 15:21:38,"0,073s",PASSED
setText,Firefox 61.0,Ввод должности,2018-08-09 15:21:38,2018-08-09 15:21:38,"0,083s",PASSED
setText,Firefox 61.0,Ввод электронной почты,2018-08-09 15:21:38,2018-08-09 15:21:38,"0,210s",PASSED
setText,Firefox 61.0,Ввод телефона,2018-08-09 15:21:38,2018-08-09 15:21:39,"0,305s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-09 15:21:39,2018-08-09 15:21:39,"0,255s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-09 15:21:39,2018-08-09 15:21:39,"0,462s",PASSED
setText,Firefox 61.0,Ввод дублирующего пароля,2018-08-09 15:21:39,2018-08-09 15:21:40,"0,256s",PASSED
click,Firefox 61.0,Завершение регистрации нового пользователя,2018-08-09 15:21:40,2018-08-09 15:21:45,"5,322s",PASSED
verifyElementPresent,Firefox 61.0,Проверка успешной регистрации,2018-08-09 15:21:45,2018-08-09 15:21:52,"6,760s",PASSED
