Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Authorization,Firefox 61.0,\u0410\u0432\u0442\u043E\u0440\u0438\u0437\u0430\u0446\u0438\u044F,2018-08-28 12:27:09,2018-08-28 12:27:32,"22,381s",PASSED
,,,,,,
Test Cases/Base/Authorization,Firefox 61.0,,2018-08-28 12:27:10,2018-08-28 12:27:31,"20,926s",PASSED
openBrowser,Firefox 61.0,Открывается браузер,2018-08-28 12:27:10,2018-08-28 12:27:21,"10,446s",PASSED
deleteAllCookies,Firefox 61.0,Очищаются куки,2018-08-28 12:27:21,2018-08-28 12:27:21,"0,049s",PASSED
refresh,Firefox 61.0,Обновление странички,2018-08-28 12:27:21,2018-08-28 12:27:24,"2,992s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-28 12:27:24,2018-08-28 12:27:24,"0,158s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-28 12:27:24,2018-08-28 12:27:24,"0,254s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-28 12:27:24,2018-08-28 12:27:24,"0,106s",PASSED
click,Firefox 61.0,"Клик по кнопке ""Войти""",2018-08-28 12:27:24,2018-08-28 12:27:29,"4,140s",PASSED
waitForElementPresent,Firefox 61.0,"Проверка наличия кнопки ""Выход""",2018-08-28 12:27:29,2018-08-28 12:27:29,"0,113s",PASSED
