Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Authorization,Firefox 61.0,\u0410\u0432\u0442\u043E\u0440\u0438\u0437\u0430\u0446\u0438\u044F,2018-08-28 12:27:34,2018-08-28 12:27:55,"21,492s",PASSED
,,,,,,
Test Cases/Base/Authorization,Firefox 61.0,,2018-08-28 12:27:34,2018-08-28 12:27:55,"20,748s",PASSED
openBrowser,Firefox 61.0,Открывается браузер,2018-08-28 12:27:34,2018-08-28 12:27:44,"9,392s",PASSED
deleteAllCookies,Firefox 61.0,Очищаются куки,2018-08-28 12:27:44,2018-08-28 12:27:44,"0,031s",PASSED
refresh,Firefox 61.0,Обновление странички,2018-08-28 12:27:44,2018-08-28 12:27:46,"2,513s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-28 12:27:46,2018-08-28 12:27:47,"0,159s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-28 12:27:47,2018-08-28 12:27:47,"0,659s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-28 12:27:47,2018-08-28 12:27:48,"0,402s",PASSED
click,Firefox 61.0,"Клик по кнопке ""Войти""",2018-08-28 12:27:48,2018-08-28 12:27:53,"4,995s",PASSED
waitForElementPresent,Firefox 61.0,"Проверка наличия кнопки ""Выход""",2018-08-28 12:27:53,2018-08-28 12:27:53,"0,067s",PASSED
