Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Authorization,Firefox 61.0,\u0410\u0432\u0442\u043E\u0440\u0438\u0437\u0430\u0446\u0438\u044F,2018-08-28 12:29:24,2018-08-28 12:29:54,"30,195s",PASSED
,,,,,,
Test Cases/Base/Authorization,Firefox 61.0,,2018-08-28 12:29:24,2018-08-28 12:29:53,"29,428s",PASSED
openBrowser,Firefox 61.0,Открывается браузер,2018-08-28 12:29:24,2018-08-28 12:29:37,"13,108s",PASSED
deleteAllCookies,Firefox 61.0,Очищаются куки,2018-08-28 12:29:37,2018-08-28 12:29:37,"0,026s",PASSED
refresh,Firefox 61.0,Обновление странички,2018-08-28 12:29:37,2018-08-28 12:29:41,"3,152s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-28 12:29:41,2018-08-28 12:29:41,"0,151s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-28 12:29:41,2018-08-28 12:29:41,"0,275s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-28 12:29:41,2018-08-28 12:29:41,"0,117s",PASSED
click,Firefox 61.0,"Клик по кнопке ""Войти""",2018-08-28 12:29:41,2018-08-28 12:29:46,"5,301s",PASSED
waitForElementPresent,Firefox 61.0,"Проверка наличия кнопки ""Выход""",2018-08-28 12:29:46,2018-08-28 12:29:51,"4,871s",PASSED
