Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Authorization,Firefox 61.0,\u0410\u0432\u0442\u043E\u0440\u0438\u0437\u0430\u0446\u0438\u044F,2018-08-28 12:38:23,2018-08-28 12:38:48,"24,789s",PASSED
,,,,,,
Test Cases/Base/Authorization,Firefox 61.0,,2018-08-28 12:38:23,2018-08-28 12:38:48,"24,200s",PASSED
openBrowser,Firefox 61.0,Открывается браузер,2018-08-28 12:38:24,2018-08-28 12:38:33,"9,316s",PASSED
deleteAllCookies,Firefox 61.0,Очищаются куки,2018-08-28 12:38:33,2018-08-28 12:38:33,"0,100s",PASSED
refresh,Firefox 61.0,Обновление странички,2018-08-28 12:38:33,2018-08-28 12:38:36,"3,099s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-28 12:38:36,2018-08-28 12:38:36,"0,208s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-28 12:38:36,2018-08-28 12:38:37,"0,320s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-28 12:38:37,2018-08-28 12:38:37,"0,141s",PASSED
click,Firefox 61.0,"Клик по кнопке ""Войти""",2018-08-28 12:38:37,2018-08-28 12:38:45,"8,508s",PASSED
waitForElementPresent,Firefox 61.0,"Проверка наличия кнопки ""Выход""",2018-08-28 12:38:45,2018-08-28 12:38:45,"0,076s",PASSED
