Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Authorization,Firefox 61.0,\u0410\u0432\u0442\u043E\u0440\u0438\u0437\u0430\u0446\u0438\u044F,2018-08-28 13:15:51,2018-08-28 13:16:10,"18,960s",PASSED
,,,,,,
Test Cases/Base/Authorization,Firefox 61.0,,2018-08-28 13:15:51,2018-08-28 13:16:09,"18,333s",PASSED
openBrowser,Firefox 61.0,Открывается браузер,2018-08-28 13:15:51,2018-08-28 13:16:01,"9,136s",PASSED
deleteAllCookies,Firefox 61.0,Очищаются куки,2018-08-28 13:16:01,2018-08-28 13:16:01,"0,032s",PASSED
refresh,Firefox 61.0,Обновление странички,2018-08-28 13:16:01,2018-08-28 13:16:03,"2,345s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-28 13:16:03,2018-08-28 13:16:03,"0,154s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-28 13:16:03,2018-08-28 13:16:03,"0,132s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-28 13:16:03,2018-08-28 13:16:03,"0,087s",PASSED
click,Firefox 61.0,"Клик по кнопке ""Войти""",2018-08-28 13:16:03,2018-08-28 13:16:07,"3,909s",PASSED
waitForElementPresent,Firefox 61.0,"Проверка наличия кнопки ""Выход""",2018-08-28 13:16:07,2018-08-28 13:16:07,"0,108s",PASSED
