Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Authorization,Firefox 61.0,\u0410\u0432\u0442\u043E\u0440\u0438\u0437\u0430\u0446\u0438\u044F,2018-08-28 13:18:11,2018-08-28 13:21:09,"2m - 58,247s",PASSED
,,,,,,
Test Cases/Base/Authorization,Firefox 61.0,,2018-08-28 13:18:12,2018-08-28 13:21:08,"2m - 56,860s",PASSED
openBrowser,Firefox 61.0,Открывается браузер,2018-08-28 13:18:15,2018-08-28 13:19:59,"1m - 43,675s",PASSED
deleteAllCookies,Firefox 61.0,Очищаются куки,2018-08-28 13:19:59,2018-08-28 13:19:59,"0,146s",PASSED
refresh,Firefox 61.0,Обновление странички,2018-08-28 13:19:59,2018-08-28 13:20:33,"34,548s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-28 13:20:33,2018-08-28 13:20:40,"7,005s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-28 13:20:40,2018-08-28 13:20:42,"1,876s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-28 13:20:42,2018-08-28 13:20:43,"0,593s",PASSED
click,Firefox 61.0,"Клик по кнопке ""Войти""",2018-08-28 13:20:43,2018-08-28 13:20:49,"6,489s",PASSED
waitForElementPresent,Firefox 61.0,"Проверка наличия кнопки ""Выход""",2018-08-28 13:20:49,2018-08-28 13:21:06,"17,070s",PASSED
